


      Monthly sea levels for SOLOMON ISLANDS
      --------------------------------------

      Mth Year  Gaps     Good     Minimum    Maximum     Mean     St Devn
        3 2004     0     7440      0.306      1.182      0.787     0.188
        4 2004     0     7200      0.319      1.146      0.707     0.196
        5 2004     0     7440      0.250      1.212      0.715     0.210
        6 2004     0     7200      0.121      1.163      0.645     0.236
        7 2004     0     7440      0.044      1.017      0.601     0.239
        8 2004     0     7440      0.088      0.959      0.568     0.208
        9 2004     0     7200      0.226      0.965      0.604     0.172
       10 2004     0     7440      0.239      1.090      0.614     0.190
       11 2004     0     7200      0.182      1.110      0.654     0.225
       12 2004     0     7440      0.059      1.067      0.624     0.247
        1 2005     0     7440      0.054      1.091      0.672     0.237
        2 2005     0     6720      0.097      1.009      0.647     0.216
        3 2005     0     7440      0.114      0.975      0.584     0.190
        4 2005     0     7200      0.218      1.195      0.697     0.203
        5 2005     0     7440      0.176      1.119      0.666     0.221
        6 2005     0     7200      0.116      1.137      0.668     0.234
        7 2005     0     7440      0.067      1.079      0.621     0.232
        8 2005     0     7440      0.131      0.993      0.623     0.210
        9 2005     0     7200      0.214      1.073      0.666     0.183
       10 2005     0     7440      0.313      1.159      0.696     0.189
       11 2005     0     7200      0.251      1.254      0.754     0.226
       12 2005     0     7440      0.159      1.240      0.755     0.259
        1 2006     0     7440      0.215      1.267      0.809     0.254
        2 2006     0     6720      0.335      1.210      0.862     0.215
        3 2006     0     7440      0.494      1.314      0.905     0.188
        4 2006     0     7200      0.420      1.320      0.859     0.196
        5 2006     0     7440      0.254      1.239      0.783     0.226
        6 2006     0     7200      0.188      1.174      0.715     0.234
        7 2006     0     7440      0.102      1.058      0.639     0.225
        8 2006     0     7440      0.090      0.994      0.572     0.209
        9 2006     0     7200      0.118      1.000      0.577     0.192
       10 2006     0     7440      0.178      1.003      0.569     0.198
       11 2006     0     7200      0.099      1.035      0.586     0.221
       12 2006     0     7440      0.047      1.058      0.613     0.246
        1 2007     0     7440      0.114      1.079      0.641     0.252
        2 2007     0     6720      0.101      1.104      0.629     0.217
        3 2007     0     7440      0.289      1.201      0.726     0.187
        4 2007     0     7200      0.391      1.258      0.752     0.188
