


      Monthly sea levels for KIRIBATI
      -------------------------------

      Mth Year  Gaps     Good     Minimum    Maximum     Mean     St Devn
        2 2008     0     6960      0.539      2.714      1.590     0.512
        3 2008     0     7440      0.486      2.767      1.607     0.503
        4 2008     0     7200      0.521      2.804      1.634     0.496
        5 2008     0     7440      0.585      2.781      1.627     0.469
        6 2008     0     7200      0.591      2.710      1.615     0.454
        7 2008     0     7440      0.550      2.683      1.599     0.472
        8 2008     0     7440      0.624      2.755      1.612     0.504
        9 2008     0     7200      0.567      2.699      1.614     0.516
       10 2008     0     7440      0.586      2.805      1.625     0.489
       11 2008     0     7200      0.587      2.753      1.592     0.457
       12 2008     0     7440      0.570      2.768      1.626     0.461
        1 2009     0     7440      0.589      2.963      1.660     0.482
        2 2009     0     6720      0.487      2.871      1.632     0.508
        3 2009     0     7440      0.514      2.839      1.646     0.525
        4 2009     0     7200      0.618      2.717      1.643     0.500
        5 2009     0     7440      0.661      2.712      1.646     0.462
        6 2009     0     7200      0.608      2.986      1.655     0.468
        7 2009     0     7440      0.568      2.958      1.699     0.472
        8 2009     0     7440      0.602      2.960      1.766     0.491
        9 2009     0     7200      0.673      2.985      1.790     0.512
       10 2009     0     7440      0.818      2.951      1.823     0.504
       11 2009     0     7200      0.778      2.899      1.769     0.476
       12 2009     0     7440      0.707      2.940      1.802     0.472
        1 2010     0     7440      0.540      2.976      1.712     0.505
        2 2010     0     6720      0.407      3.006      1.668     0.514
        3 2010     0     7440      0.393      3.054      1.601     0.547
        4 2010     0     7200      0.592      2.637      1.570     0.492
        5 2010     0     7440      0.684      2.589      1.565     0.459
        6 2010     0     7200      0.623      2.557      1.554     0.450
        7 2010   478     6962      0.554      2.729      1.579     0.473
        8 2010  1299     6141      0.464      2.771      1.561     0.478
        9 2010   271     6929      0.383      2.876      1.578     0.511
       10 2010     0     7440      0.505      2.818      1.625     0.496
       11 2010     0     7200      0.582      2.742      1.644     0.484
       12 2010     0     7440      0.598      2.764      1.636     0.477
        1 2011     0     7440      0.630      2.901      1.677     0.494
        2 2011     0     6720      0.520      2.984      1.677     0.518
        3 2011     0     7440      0.386      2.941      1.680     0.523
        4 2011     0     7200      0.563      2.977      1.682     0.505
        5 2011     0     7440      0.681      2.784      1.679     0.465
        6 2011     0     7200      0.658      2.685      1.659     0.460
        7 2011     0     7440      0.655      2.794      1.673     0.484
        8 2011     0     7440      0.560      2.854      1.704     0.513
        9 2011     0     7200      0.455      2.871      1.651     0.524
       10 2011  3798     3642      0.610      2.891      1.688     0.526
       11 2011     0     7200      0.635      2.880      1.683     0.477
       12 2011     0     7440      0.663      2.793      1.640     0.466
