


      Monthly sea levels for TUVALU
      -----------------------------

      Mth Year  Gaps     Good     Minimum    Maximum     Mean     St Devn
       12 2007     0     7440      1.119      3.142      2.055     0.425
        1 2008     0     7440      1.188      3.218      2.148     0.436
        2 2008     0     6960      1.219      3.178      2.168     0.465
        3 2008     0     7440      1.166      3.202      2.105     0.462
        4 2008     0     7200      1.048      3.151      2.077     0.466
        5 2008     0     7440      1.030      3.131      2.025     0.451
        6 2008     0     7200      1.033      3.049      1.997     0.434
        7 2008     0     7440      0.979      3.020      1.984     0.452
        8 2008     0     7440      1.002      3.035      1.952     0.473
        9 2008     0     7200      1.017      2.921      1.965     0.475
       10 2008     0     7440      1.047      3.016      1.979     0.456
       11 2008     0     7200      1.017      3.080      1.994     0.438
       12 2008     0     7440      0.987      3.080      2.038     0.438
        1 2009     0     7440      1.041      3.235      2.107     0.459
        2 2009     0     6720      1.045      3.292      2.130     0.478
        3 2009     0     7440      1.022      3.151      2.103     0.478
        4 2009     0     7200      1.147      3.050      2.089     0.458
        5 2009     0     7440      1.053      2.984      2.034     0.442
        6 2009     0     7200      0.988      3.031      1.969     0.435
        7 2009     0     7440      0.865      3.026      1.898     0.445
        8 2009     0     7440      0.890      3.112      1.953     0.456
        9 2009     0     7200      0.971      3.056      1.999     0.468
       10 2009     0     7440      1.059      2.960      1.978     0.464
       11 2009     0     7200      1.035      2.944      2.011     0.454
       12 2009     0     7440      1.011      3.110      2.012     0.456
        1 2010     0     7440      0.804      3.217      2.020     0.486
        2 2010     0     6720      0.696      3.099      1.850     0.485
        3 2010   240     7200      0.723      3.011      1.791     0.509
        4 2010     0     7200      0.924      2.998      1.934     0.469
        5 2010     0     7440      1.139      2.971      2.023     0.451
        6 2010   615     6585      1.120      2.994      2.023     0.448
        7 2010     0     7440      0.998      3.046      2.014     0.447
        8 2010     0     7440      0.955      3.189      2.033     0.465
        9 2010     0     7200      0.925      3.171      1.974     0.476
       10 2010     0     7440      1.072      3.247      2.086     0.466
       11 2010     0     7200      1.131      3.159      2.038     0.464
       12 2010     0     7440      1.112      3.116      2.111     0.454
        1 2011     0     7440      1.166      3.299      2.128     0.471
        2 2011     0     6720      0.969      3.234      2.072     0.479
        3 2011     0     7440      0.988      3.214      2.102     0.485
        4 2011     0     7200      0.924      3.142      2.039     0.471
        5 2011     0     7440      0.969      3.050      2.004     0.461
        6 2011     0     7200      1.095      2.990      2.006     0.442
        7 2011     0     7440      1.029      3.049      1.979     0.465
        8 2011     0     7440      0.978      3.090      2.014     0.491
        9 2011     0     7200      0.974      3.163      2.022     0.485
       10 2011     0     7440      1.010      3.184      2.064     0.464
       11 2011     0     7200      0.967      3.142      2.044     0.456
       12 2011     0     7440      1.064      3.142      2.061     0.450
        1 2012  1381     6059      1.111      3.121      2.094     0.450
        2 2012     0     6960      1.098      3.137      2.123     0.481
        3 2012     0     7440      1.095      3.199      2.129     0.471
        4 2012     0     7200      0.982      3.199      2.071     0.474
        5 2012     0     7440      0.950      3.117      1.978     0.459
        6 2012  4929     2271      0.853      3.000      1.928     0.582
        7 2012  7440        0
        8 2012  4870     2570      0.974      2.887      1.919     0.517
        9 2012  1800     5400      0.976      2.999      1.977     0.511
       10 2012   160     7280      0.911      3.089      1.969     0.479
       11 2012     0     7200      0.915      3.160      2.005     0.463
       12 2012     0     7440      0.944      3.180      2.035     0.465
        1 2013   310     7130      0.997      3.295      2.117     0.481
        2 2013   530     6190      1.069      3.213      2.126     0.495
        3 2013     0     7440      1.184      3.172      2.163     0.491
        4 2013     0     7200      1.104      3.143      2.122     0.476
        5 2013     0     7440      1.063      3.207      2.086     0.462
        6 2013   850     6350      0.965      3.154      2.063     0.454
        7 2013     0     7440      0.936      3.184      2.015     0.456
        8 2013     0     7440      0.901      3.063      1.981     0.458
        9 2013     0     7200      1.040      3.053      2.010     0.478
       10 2013  1684     5756      1.026      2.964      1.982     0.512
       11 2013   276     6924      1.008      3.048      1.974     0.469
       12 2013     0     7440      0.911      3.098      1.986     0.479
        1 2014     0     7440      0.917      3.254      2.060     0.497
        2 2014     0     6720      0.971      3.277      2.086     0.477
        3 2014     0     7440      0.997      3.322      2.104     0.518
        4 2014     0     7200      1.081      3.051      2.060     0.485
        5 2014     0     7440      1.152      3.100      2.084     0.465
        6 2014     0     7200      1.117      3.168      2.087     0.450
        7 2014     0     7440      1.010      3.169      2.060     0.459
        8 2014     0     7440      0.887      3.158      2.010     0.470
        9 2014  1931     5269      0.901      3.184      2.051     0.488
       10 2014     0     7440      1.027      3.161      2.095     0.475
       11 2014     0     7200      1.158      3.156      2.100     0.479
       12 2014     0     7440      1.154      3.206      2.108     0.469
        1 2015     0     7440      0.983      3.245      2.116     0.479
        2 2015     0     6720      1.053      3.389      2.156     0.492
        3 2015     0     7440      1.031      3.293      2.155     0.493
        4 2015     0     7200      1.018      3.175      2.075     0.482
        5 2015     0     7440      1.170      3.165      2.126     0.471
        6 2015     0     7200      1.173      3.020      2.078     0.457
        7 2015     0     7440      0.948      3.075      2.026     0.471
        8 2015     0     7440      0.883      3.125      1.972     0.501
        9 2015     0     7200      0.907      3.164      1.996     0.501
       10 2015     0     7440      0.938      3.176      2.032     0.491
       11 2015     0     7200      1.058      3.176      2.032     0.473
       12 2015     0     7440      1.066      3.080      2.016     0.463
        1 2016     0     7440      0.855      2.852      1.857     0.472
        2 2016     0     6960      0.850      3.011      1.915     0.500
        3 2016     0     7440      0.795      3.088      1.958     0.494
        4 2016     0     7200      0.838      3.124      1.989     0.499
        5 2016     0     7440      0.884      3.145      1.988     0.485
        6 2016     0     7200      1.010      3.084      2.004     0.480
        7 2016     0     7440      0.987      3.020      1.973     0.485
        8 2016     0     7440      0.996      3.059      2.004     0.489
        9 2016     0     7200      0.942      3.170      2.064     0.495
       10 2016     0     7440      0.948      3.178      2.057     0.490
       11 2016     0     7200      0.974      3.184      2.062     0.469
       12 2016     0     7440      1.018      3.166      2.098     0.459
        1 2017     0     7440      1.017      3.154      2.103     0.475
        2 2017     0     6720      1.193      3.225      2.165     0.473
        3 2017     0     7440      1.170      3.214      2.177     0.486
        4 2017     0     7200      1.057      3.185      2.104     0.476
        5 2017     0     7440      0.986      3.160      2.061     0.466
        6 2017     0     7200      0.925      3.094      1.981     0.464
        7 2017     0     7440      0.942      3.077      1.976     0.458
        8 2017     0     7440      1.040      3.071      2.019     0.458
        9 2017     0     7200      1.037      2.972      2.003     0.477
       10 2017  5101     2339      1.214      2.871      2.062     0.357
       11 2017     0     7200      1.022      3.167      2.046     0.475
       12 2017     0     7440      1.129      3.314      2.118     0.479
        1 2018     0     7440      1.018      3.303      2.158     0.487
        2 2018     0     6720      1.105      3.294      2.179     0.469
        3 2018     0     7440      1.125      3.298      2.225     0.492
        4 2018     0     7200      1.270      3.140      2.188     0.480
        5 2018     0     7440      1.157      3.181      2.133     0.463
        6 2018     0     7200      1.187      3.232      2.129     0.448
        7 2018     0     7440      1.044      3.165      2.087     0.456
        8 2018     0     7440      0.989      3.216      2.086     0.465
        9 2018     0     7200      1.061      3.224      2.106     0.477
       10 2018     0     7440      1.043      3.099      2.083     0.469
       11 2018     0     7200      1.086      3.062      2.059     0.475
       12 2018     0     7440      1.124      3.197      2.109     0.462
        1 2019     0     7440      1.054      3.240      2.131     0.462
        2 2019     0     6720      0.963      3.273      2.103     0.489
        3 2019     0     7440      1.003      3.219      2.064     0.475
        4 2019     0     7200      1.117      3.185      2.129     0.471
        5 2019     0     7440      1.151      3.087      2.115     0.462
        6 2019   901     6299      1.201      3.017      2.104     0.458
        7 2019  3008     4432      1.128      3.138      2.061     0.495
        8 2019  4784     2656      1.065      3.173      2.077     0.491
        9 2019  7200        0
       10 2019  5553     1887      1.037      3.172      2.092     0.627
       11 2019     0     7200      1.155      3.149      2.095     0.453
       12 2019     0     7440      1.181      3.116      2.119     0.438
        1 2020     0     7440      1.158      3.134      2.128     0.451
