


      Monthly sea levels for FEDERATED STATES OF MICRONESIA
      -----------------------------------------------------

      Mth Year  Gaps     Good     Minimum    Maximum     Mean     St Devn
        6 2018     0     7200      0.138      1.457      0.693     0.265
        7 2018     0     7440      0.167      1.556      0.731     0.282
        8 2018     0     7440      0.114      1.432      0.677     0.279
        9 2018     0     7200      0.095      1.349      0.698     0.278
       10 2018     0     7440      0.204      1.497      0.779     0.289
       11 2018     0     7200      0.147      1.458      0.738     0.280
       12 2018     0     7440      0.114      1.463      0.698     0.280
        1 2019     0     7440      0.061      1.538      0.680     0.280
        2 2019     0     6720      0.099      1.564      0.789     0.295
        3 2019     0     7440      0.141      1.391      0.730     0.281
        4 2019     0     7200      0.236      1.488      0.836     0.278
        5 2019     0     7440      0.304      1.552      0.847     0.278
        6 2019     0     7200      0.317      1.535      0.845     0.274
        7 2019     0     7440      0.246      1.640      0.835     0.282
        8 2019     0     7440      0.188      1.618      0.804     0.288
        9 2019     0     7200      0.208      1.445      0.811     0.277
       10 2019     0     7440      0.256      1.570      0.850     0.285
       11 2019     0     7200      0.258      1.541      0.819     0.283
       12 2019     0     7440      0.166      1.429      0.707     0.277
        1 2020     0     7440      0.175      1.597      0.750     0.296
        2 2020     0     6960      0.190      1.605      0.811     0.292
        3 2020     0     7440      0.170      1.507      0.790     0.280
        4 2020     0     7200      0.272      1.466      0.814     0.268
        5 2020     0     7440      0.264      1.566      0.837     0.271
        6 2020     0     7200      0.257      1.564      0.832     0.277
        7 2020     0     7440      0.240      1.522      0.809     0.276
        8 2020     0     7440      0.247      1.577      0.849     0.275
        9 2020     0     7200      0.289      1.574      0.872     0.276
       10 2020     0     7440      0.331      1.652      0.939     0.283
       11 2020     0     7200      0.384      1.742      0.943     0.282
       12 2020     0     7440      0.337      1.710      0.886     0.284
        1 2021  3609     3831      0.418      1.759      0.992     0.297
        2 2021  3415     3305      0.267      1.580      0.859     0.274
        3 2021  2657     4783      0.215      1.532      0.830     0.299
        4 2021  1270     5930      0.348      1.605      0.855     0.267
        5 2021  3551     3889      0.321      1.554      0.839     0.278
        6 2021  7007      193      0.601      1.267      0.908     0.172
        7 2021  4404     3036      0.273      1.585      0.831     0.287
