


      Monthly sea levels for FIJI
      ---------------------------

      Mth Year  Gaps     Good     Minimum    Maximum     Mean     St Devn
       12 2019     0     7440      0.411      2.468      1.361     0.469
        1 2020     0     7440      0.332      2.300      1.333     0.468
        2 2020     0     6960      0.266      2.371      1.322     0.482
        3 2020     0     7440      0.211      2.323      1.291     0.474
        4 2020     0     7200      0.154      2.730      1.276     0.483
        5 2020     0     7440      0.163      2.324      1.242     0.479
        6 2020     0     7200      0.239      2.292      1.268     0.477
        7 2020     0     7440      0.304      2.227      1.302     0.481
        8 2020   448     6992      0.270      2.272      1.306     0.489
        9 2020     0     7200      0.310      2.368      1.335     0.483
       10 2020     0     7440      0.248      2.489      1.356     0.485
       11 2020     0     7200      0.241      2.454      1.331     0.481
       12 2020     0     7440      0.262      2.407      1.315     0.477
        1 2021     4     7436      0.260      2.333      1.331     0.484
        2 2021     0     6720      0.209      2.281      1.262     0.479
        3 2021     2     7438      0.382      2.414      1.349     0.494
        4 2021     0     7200      0.335      2.507      1.397     0.481
        5 2021     0     7440      0.195      2.403      1.347     0.477
        6 2021     0     7200      0.244      2.368      1.344     0.474
        7 2021     1     7439      0.308      2.395      1.372     0.469
        8 2021    33     7407      0.344      2.293      1.329     0.463
        9 2021     4     7196      0.405      2.236      1.351     0.472
       10 2021     0     7440      0.400      2.399      1.373     0.477
       11 2021    63     7137      0.291      2.464      1.363     0.485
       12 2021  2499     4941      0.292      2.520      1.411     0.515
        1 2022  2413     5027      0.337      2.389      1.388     0.454
        2 2022     0     6720      0.320      2.441      1.439     0.473
        3 2022     2     7438      0.377      2.429      1.449     0.497
        4 2022    46     7154      0.454      2.434      1.451     0.485
        5 2022     1     7439      0.327      2.366      1.378     0.471
        6 2022     0     7200      0.238      2.394      1.365     0.470
        7 2022     1     7439      0.258      2.450      1.386     0.474
        8 2022     2     7438      0.241      2.433      1.412     0.480
        9 2022     2     7198      0.355      2.434      1.427     0.484
       10 2022     0     7440      0.466      2.382      1.405     0.485
       11 2022     0     7200      0.334      2.392      1.387     0.480
       12 2022     1     7439      0.288      2.448      1.424     0.473
        1 2023     0     7440      0.196      2.460      1.407     0.472
        2 2023     1     6719      0.223      2.497      1.415     0.491
      Totals   33229  2632691

      Mean sea level =  1.275  (Average monthly means = 1.275)

      Maximum recorded level of  2.777 metres at 0542 hours 08/03/1997
      Minimum recorded level of -0.054 metres at 1254 hours 02/01/1999
      Standard deviation of the observations =  0.4884 metres 
      Skewness                               = -0.0199
